   -5.2631572675E+00   -5.2532826727E+00   -5.2434450616E+00   -5.2336442268E+00
   -5.2238799624E+00   -5.2141520641E+00   -5.2044603291E+00   -5.1948045562E+00
   -5.1851845455E+00   -5.1756000988E+00   -5.1660510192E+00   -5.1565371113E+00
   -5.1470581812E+00   -5.1376140362E+00   -5.1282044853E+00   -5.1188293387E+00
   -5.1094884081E+00   -5.1001815066E+00   -5.0909084484E+00   -5.0816690494E+00
   -5.0724631266E+00   -5.0632904983E+00   -5.0541509844E+00   -5.0450444057E+00
   -5.0359705847E+00   -5.0269293448E+00   -5.0179205109E+00   -5.0089439091E+00
   -4.9999993666E+00   -4.9910867121E+00   -4.9822057754E+00   -4.9733563873E+00
   -4.9645383802E+00   -4.9557515874E+00   -4.9469958433E+00   -4.9382709839E+00
   -4.9295768458E+00   -4.9209132672E+00   -4.9122800873E+00   -4.9036771462E+00
   -4.8951042854E+00   -4.8865613474E+00   -4.8780481758E+00   -4.8695646154E+00
   -4.8611105118E+00   -4.8526857120E+00   -4.8442900637E+00   -4.8359234161E+00
   -4.8275856190E+00   -4.8192765236E+00   -4.8109959818E+00   -4.8027438467E+00
   -4.7945199725E+00   -4.7863242141E+00   -4.7781564276E+00   -4.7700164701E+00
   -4.7619041996E+00   -4.7538194751E+00   -4.7457621564E+00   -4.7377321046E+00
   -4.7297291813E+00   -4.7217532494E+00   -4.7138041725E+00   -4.7058818153E+00
   -4.6979860432E+00   -4.6901167227E+00   -4.6822737209E+00   -4.6744569062E+00
   -4.6666661476E+00   -4.6589013150E+00   -4.6511622793E+00   -4.6434489120E+00
   -4.6357610857E+00   -4.6280986737E+00   -4.6204615502E+00   -4.6128495903E+00
   -4.6052626697E+00   -4.5977006652E+00   -4.5901634541E+00   -4.5826509148E+00
   -4.5751629262E+00   -4.5676993684E+00   -4.5602601218E+00   -4.5528450679E+00
   -4.5454540888E+00   -4.5380870676E+00   -4.5307438878E+00   -4.5234244341E+00
   -4.5161285914E+00   -4.5088562459E+00   -4.5016072841E+00   -4.4943815935E+00
   -4.4871790621E+00   -4.4799995788E+00   -4.4728430332E+00   -4.4657093155E+00
   -4.4585983166E+00   -4.4515099282E+00   -4.4444440426E+00   -4.4374005529E+00
   -4.4303793526E+00   -4.4233803363E+00   -4.4164033988E+00   -4.4094484360E+00
   -4.4025153441E+00   -4.3956040201E+00   -4.3887143617E+00   -4.3818462672E+00
   -4.3749996355E+00   -4.3681743660E+00   -4.3613703591E+00   -4.3545875155E+00
   -4.3478257366E+00   -4.3410849245E+00   -4.3343649817E+00   -4.3276658115E+00
   -4.3209873177E+00   -4.3143294048E+00   -4.3076919777E+00   -4.3010749421E+00
   -4.2944782042E+00   -4.2879016706E+00   -4.2813452487E+00   -4.2748088464E+00
   -4.2682923721E+00   -4.2617957348E+00   -4.2553188441E+00   -4.2488616102E+00
   -4.2424239435E+00   -4.2360057554E+00   -4.2296069576E+00   -4.2232274623E+00
   -4.2168671823E+00   -4.2105260309E+00   -4.2042039220E+00   -4.1979007699E+00
   -4.1916164895E+00   -4.1853509961E+00   -4.1791042056E+00   -4.1728760345E+00
   -4.1666663995E+00   -4.1604752181E+00   -4.1543024081E+00   -4.1481478879E+00
   -4.1420115763E+00   -4.1358933926E+00   -4.1297932565E+00   -4.1237110885E+00
   -4.1176468091E+00   -4.1116003396E+00   -4.1055716017E+00   -4.0995605174E+00
   -4.0935670093E+00   -4.0875910005E+00   -4.0816324144E+00   -4.0756911749E+00
   -4.0697672064E+00   -4.0638604338E+00   -4.0579707821E+00   -4.0520981772E+00
   -4.0462425451E+00   -4.0404038123E+00   -4.0345819057E+00   -4.0287767529E+00
   -4.0229882814E+00   -4.0172164196E+00   -4.0114610960E+00   -4.0057222396E+00
   -3.9999997800E+00   -3.9942936468E+00   -3.9886037704E+00   -3.9829300814E+00
   -3.9772725107E+00   -3.9716309899E+00   -3.9660054506E+00   -3.9603958252E+00
   -3.9548020460E+00   -3.9492240462E+00   -3.9436617590E+00   -3.9381151182E+00
   -3.9325840577E+00   -3.9270685121E+00   -3.9215684162E+00   -3.9160837051E+00
   -3.9106143143E+00   -3.9051601799E+00   -3.8997212379E+00   -3.8942974251E+00
   -3.8888886784E+00   -3.8834949352E+00   -3.8781161329E+00   -3.8727522098E+00
   -3.8674031041E+00   -3.8620687545E+00   -3.8567491000E+00   -3.8514440800E+00
   -3.8461536342E+00   -3.8408777026E+00   -3.8356162256E+00   -3.8303691438E+00
   -3.8251363983E+00   -3.8199179303E+00   -3.8147136815E+00   -3.8095235940E+00
   -3.8043476098E+00   -3.7991856718E+00   -3.7940377226E+00   -3.7889037057E+00
   -3.7837835644E+00   -3.7786772426E+00   -3.7735846845E+00   -3.7685058344E+00
   -3.7634406371E+00   -3.7583890376E+00   -3.7533509812E+00   -3.7483264135E+00
   -3.7433152805E+00   -3.7383175283E+00   -3.7333331034E+00   -3.7283619526E+00
   -3.7234040229E+00   -3.7184592616E+00   -3.7135276164E+00   -3.7086090351E+00
   -3.7037034658E+00   -3.6988108571E+00   -3.6939311576E+00   -3.6890643163E+00
   -3.6842102825E+00   -3.6793690056E+00   -3.6745404354E+00   -3.6697245221E+00
   -3.6649212157E+00   -3.6601304671E+00   -3.6553522268E+00   -3.6505864461E+00
   -3.6458330763E+00   -3.6410920689E+00   -3.6363633757E+00   -3.6316469490E+00
   -3.6269427409E+00   -3.6222507041E+00   -3.6175707914E+00   -3.6129029558E+00
   -3.6082471508E+00   -3.6036033298E+00   -3.5989714466E+00   -3.5943514552E+00
